sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_s_d,metric_s_d_norm,metric_s_s_d,metric_s_s_d_norm,metric_sent_bert,metric_t_s_d,metric_t_s_d_norm
test.enc.prompt.txt::01397,I don't know,0.0,content_diversity,what your problem is.,why you are acting that way.,why you can't act right.,what you think you are up to.,why you would do that.,-0.067,0.906,-0.329,2.040,0.408,4.878,0.976,-0.429,6.442,0.496
test.enc.prompt.txt::01398,"Is that right,",1.0,content_diversity,he ran away?,that animal bit her in the face?,she robbed the bank?,he stole the couple's car?,they won the lottery?,-0.030,0.965,-0.528,2.324,0.465,4.833,0.967,-0.175,9.866,0.580
test.enc.prompt.txt::01398,"Is that right,",0.0,content_diversity,they won the big cash prize?,the group won and quit their jobs?,the team won millions in the lotto?,they got the grand prize and retired to Puerto Rico?,the couple are very rich now from winning the lotto sweepstakes?,-0.056,0.951,-0.398,2.089,0.418,4.776,0.955,-0.341,9.784,0.391
test.enc.prompt.txt::01399,"Oh, we're good",1.0,content_diversity,to go,now,when I say we're good,when you apologise,once he leaves,-0.005,0.986,-0.226,1.787,0.357,4.997,0.999,-0.336,5.164,0.861
test.enc.prompt.txt::01400,Where are you,0.0,content_diversity,going out with her,taking her on a date,gonna spend your time together,taking your gf out,going with your girlfriend,-0.038,0.936,-0.305,1.757,0.351,4.882,0.976,-0.369,9.289,0.844
test.enc.prompt.txt::01401,Who did you,0.0,content_diversity,"mean when you said ""they"" would know exactly what this is about?","mean when you said ""she"" would know exactly what this is about?","mean when you said ""it"" would know exactly what this is about?",mean when you refer to them knowing exactly what this is about?,mean when you spoke of them knowing what this is about?,-0.446,0.576,-0.671,1.556,0.311,4.158,0.832,-0.815,12.750,0.386
test.enc.prompt.txt::01402,So what do,1.0,content_diversity,you think about my new hairstyle,like about me,you do in leisure time,think of my father,believe in,-0.023,0.950,-0.101,2.073,0.415,4.994,0.999,-0.227,7.905,0.878
test.enc.prompt.txt::01404,"Now, you will",1.0,content_diversity,do as I say or I'll fire you,have to take one for the team,pick my mom,take care of my dog,have to say what bothers you,-0.024,0.950,-0.066,1.926,0.385,4.926,0.985,-0.169,9.395,0.723
test.enc.prompt.txt::01405,It is your,1.0,content_diversity,job to have.,birthday.,time to leave.,problem.,new pet.,-0.007,0.580,-0.496,1.935,0.387,4.940,0.988,-0.136,10.062,0.839
test.enc.prompt.txt::01408,"So Duffy, got",1.0,content_diversity,any weed?,"to go now, see you later",anything to tell me,something to share,drink so we can get drunk at his place,-0.015,0.983,0.080,2.339,0.468,4.337,0.867,-0.188,11.149,0.796
test.enc.prompt.txt::01410,These two fucking,1.0,content_diversity,idiots are ruining whole dinner,plates are so annoying,dogs are trying to attack my dog,truck drivers are driving so dangerous,pictures are so obviously aimed to discredit me,-0.052,0.945,-0.234,2.016,0.403,4.999,1.000,-0.297,11.910,0.662
test.enc.prompt.txt::01412,What are you,1.0,content_diversity,doing behind the curtains,doing for a living,doing on a tuesday night,doing with my sister,thinking with that crazy ideas,-0.037,0.955,0.003,2.183,0.437,4.969,0.994,-0.186,7.629,0.848
test.enc.prompt.txt::01414,You bet your,1.0,content_diversity,money on it.,life!,life's savings on a long shot.,marriage on a woman.,everything on a smokescreen.,-0.060,0.914,-0.254,1.818,0.364,4.213,0.843,-0.214,10.209,0.638
test.enc.prompt.txt::01414,You bet your,0.0,content_diversity,hard earned dollars at the casino.,cash on the lottery and lost.,savings for nothing.,bottom dollar and you won double!,money on a fantasy. Now you have nothing.,-0.017,0.966,-0.215,2.370,0.395,4.951,0.990,-0.367,12.232,0.582
test.enc.prompt.txt::01416,"We'll keep going,",1.0,content_diversity,we are almost there,I need you for few more hours,until we are the best,this is our chance of a lifetime,we gotta make it right,-0.023,0.970,-0.172,2.635,0.527,4.990,0.998,-0.473,8.068,0.896
test.enc.prompt.txt::01418,Don't do this,0.0,content_diversity,or we're breaking up,or I will have to leave you,or we're done,or we're finished,or we won't be together anymore,-0.092,0.926,-0.470,1.867,0.373,4.336,0.867,-0.737,5.882,0.588
test.enc.prompt.txt::01421,What color hair,1.0,content_diversity,do you currently have,does your friend have,is your favourite,does your mom have,is the cheapest,-0.050,0.718,-0.250,2.872,0.574,4.976,0.995,-0.304,4.723,0.945
test.enc.prompt.txt::01421,What color hair,0.0,content_diversity,do you have now,do you wear right now,is currently on you,do you have in this moment,do you wear at the moment,-0.131,0.835,-0.394,2.805,0.561,4.698,0.940,-0.525,5.267,0.878
test.enc.prompt.txt::01423,What does Starsky,1.0,content_diversity,say about your future,think about this job,do in leisure time,like to eat,own instead of house,-0.005,0.789,-0.146,1.828,0.366,4.970,0.994,-0.189,8.280,0.828
test.enc.prompt.txt::01424,Did you see,1.0,content_diversity,that aeroplane,him eat whole basket,her cheating on him,him how he broke up with her,cheating on a test,-0.033,0.940,-0.046,1.708,0.342,4.969,0.994,-0.162,7.344,0.918
test.enc.prompt.txt::01427,What about what,0.0,content_diversity,"he put you through, surely you want payback?","you went through at his hands, surely you want him to suffer now?","he has done to you in the past, should he get away with that?","happened to you before, does that not matter any more?","he did to you before, don't you want to to return the favour?",-0.086,0.900,-0.270,2.191,0.438,4.974,0.995,-0.582,15.345,0.529
test.enc.prompt.txt::01428,You owe me,0.0,content_diversity,a million dollars,huge amount of money,large amount of money,large sum of money,a lot of money,-0.132,0.626,-0.492,1.549,0.310,4.280,0.856,-0.862,7.855,0.604
test.enc.prompt.txt::01430,This is Inez.,1.0,content_diversity,I just transferred her from the Sales Department.,She just here from Hawaii.,She's the boss's cousin.,I just hired her.,She's an old friend from college.,-0.040,0.932,-0.330,2.151,0.430,4.642,0.928,-0.361,10.455,0.581
test.enc.prompt.txt::01434,"See, one day",0.0,content_diversity,I will have wealth and gold.,I can have great riches.,will see me as king of this land with many jewels.,there will be millions of dollars in my safe.,I will never have to worry about money again.,-0.038,0.954,-0.345,1.987,0.397,4.671,0.934,-0.476,10.810,0.541
test.enc.prompt.txt::01435,Mr. Langston performed,0.0,content_diversity,extremely well,good,great,amazingly,superb,0.000,0.400,-0.712,1.745,0.349,4.577,0.915,-0.835,5.035,0.839
test.enc.prompt.txt::01436,He's gone. He,0.0,content_diversity,left in a rush,left quick,left so quickly,had to hurry up,had no time to stay,-0.030,0.956,-0.150,2.233,0.447,4.560,0.912,-0.651,7.167,0.796
test.enc.prompt.txt::01438,He went back,1.0,content_diversity,to the hospital.,home yesterday. You just missed him.,to work already. Try calling him there.,to his wife.,to his girlfriend's house.,-0.048,0.945,-0.349,2.407,0.344,4.937,0.987,-0.205,11.505,0.605
test.enc.prompt.txt::01440,Man. I'm sorry.,1.0,content_diversity,I feel so bad and promise I won't do it again.,I know you're mad and i would be too.,please don't be mad and try to see things from my point of view,I didn't mean to hurt you,I hope we can still be friends,-0.038,0.953,-0.139,2.367,0.473,4.982,0.996,-0.239,10.083,0.420
test.enc.prompt.txt::01440,Man. I'm sorry.,0.0,content_diversity,I still want you to be in my life,I don't want to lose you,I wish we could remain pals,All I want is for us to be buddies forever,My dream is for us to hang out again,-0.067,0.891,-0.335,2.081,0.416,4.839,0.968,-0.456,12.248,0.720
test.enc.prompt.txt::01442,Inez has a,0.0,content_diversity,"really cool job, where she gets money for nothing!",whole day to do things as she does nothing at work.,job that requires no effort at all!,paycheck that she gets by doing very little.,a lot of time to think as she doesn't do anything at work.,-0.036,0.940,-0.229,2.369,0.474,4.991,0.998,-0.496,18.625,0.642
test.enc.prompt.txt::01443,She doesn't need,1.0,content_diversity,a man. She is a lesbian.,this person in her life right now.,a car. She walks everywhere.,to go to college. She is going to focus on being a mother.,a vacation. She just needs a day off.,-0.047,0.938,-0.349,2.321,0.258,4.990,0.998,-0.140,13.972,0.559
test.enc.prompt.txt::01443,She doesn't need,0.0,content_diversity,a college education. She is going to be a good mother.,a college degree. Her children are her priority.,to go to college. Being a good mother is more important.,a college education to define her. She's going to be a good mom.,to go to college. Motherhood is more important to her.,-0.149,0.773,-0.569,2.293,0.229,4.413,0.883,-0.703,16.058,0.459
test.enc.prompt.txt::01444,Our money situation,0.0,content_diversity,will not allow us to qualify for a mortgage now.,will not allow us to buy a house.,will not allow us to move to a new house.,means we do not have the money for down payment.,means we have to rent for now.,-0.162,0.780,-0.439,1.896,0.379,4.543,0.909,-0.560,12.340,0.537
test.enc.prompt.txt::01445,He doesn't want,0.0,content_diversity,any romantic relationships right now.,any romantic entanglements at this stage in his life.,any romantic relationship at this point in his life.,any romantic relationship at this particular stage in his life.,any romantic entanglements at this particular point in life.,-0.247,0.656,-0.654,1.538,0.308,4.103,0.821,-0.927,9.752,0.375
test.enc.prompt.txt::01446,No fighting. It,1.0,content_diversity,is forbidden here,can be solved with words,doesn't have to get ugly,should think about his behaviour,doesn't have to be said,-0.033,0.928,-0.109,1.965,0.393,4.869,0.974,-0.237,6.342,0.634
test.enc.prompt.txt::01447,I don't want,1.0,content_diversity,to be alone right now. My cat just died.,to go on vacation for another month or so.,to get married anytime soon.,to go to college.,to go to the hospital.,-0.091,0.919,-0.317,2.572,0.429,4.332,0.866,-0.188,11.367,0.517
test.enc.prompt.txt::01448,He was a,1.0,content_diversity,man who didn't take no for an anwer.,little afraid of the choices he had made.,"office worker by day, but computer hacker by night.",whole hour late for the meeting.,"small time bank robber, who was trying to make it big.",-0.008,0.981,-0.119,2.018,0.404,4.940,0.988,-0.170,14.066,0.454
test.enc.prompt.txt::01449,I've got a,1.0,content_diversity,problem,leach,scratch,a concept,a rough draft,-0.008,0.575,-0.264,1.649,0.330,4.993,0.999,-0.277,5.338,0.890
test.enc.prompt.txt::01449,I've got a,0.0,content_diversity,blueprint,sketch,concept,thought,drawing,0.000,0.200,-0.992,1.649,0.330,4.815,0.963,-0.372,4.858,0.972
test.enc.prompt.txt::01708,I've got some,0.0,content_diversity,leftovers,food from lunch,uneaten food,food that no one ate,food that wasn't eaten,-0.047,0.927,-0.079,1.848,0.370,4.536,0.907,-0.458,8.709,0.792
test.enc.prompt.txt::01753,I don't know,1.0,content_diversity,how he can eat so much,why would he dump her,how can he study so hard,why would he cross him,how can he not like reading,-0.097,0.864,-0.429,2.108,0.422,4.978,0.996,-0.271,7.977,0.798
test.enc.prompt.txt::01680,When's the next,0.0,content_diversity,contest? i want to win big.,lottery? I can see myself rich.,sweepstakes for that company? I want my house remodeled.,competition? I'm excited to win.,tournament? Let's win it!,-0.026,0.959,-0.388,2.572,0.257,4.120,0.824,-0.435,16.854,0.562
test.enc.prompt.txt::01752,That tip not,1.0,content_diversity,better be less than 10 percent,better be less than 15 percent,better be zero,taxed?,be fake,-0.097,0.772,-0.189,2.281,0.456,4.334,0.867,-0.320,7.571,0.582
test.enc.prompt.txt::01743,What are you?,1.0,content_diversity,are you a human,you don't seem like a dog,are you doing something to me,you seem like an ugly bug,you look exhausted,-0.066,0.916,-0.155,2.711,0.542,4.931,0.986,-0.264,8.209,0.684
test.enc.prompt.txt::01770,What do we,0.0,content_diversity,have for money for Christmas gifts?,think we’ll be spending on holiday presents for the family?,want to buy for the Secret Santa exchange this year?,want to do for Christmas vacation?,know about the kids’ Christmas wish list?,-0.052,0.931,-0.314,2.226,0.445,4.901,0.980,-0.599,11.649,0.402
test.enc.prompt.txt::01772,King ain't gonna,0.0,content_diversity,surrender,not fight,die without fighting,give up,die just watching,-0.007,0.582,-0.194,1.444,0.289,4.992,0.998,-0.529,7.736,0.967
test.enc.prompt.txt::01766,Everyone's working an,1.0,content_diversity,overtime this month,really hard,in a huge warehouse,important task,incredible job,0.000,0.800,-0.281,1.963,0.393,4.529,0.906,-0.432,7.268,0.727
test.enc.prompt.txt::01694,It's gettin' late.,0.0,content_diversity,I worked all day and I'm exhausted.,I am so very tired from all the work I finished today.,I worked a double and I am feeling it.,So sleepy. I didn't sleep good last night.,I'm spent after the busy day I had today.,-0.060,0.928,-0.445,2.517,0.420,4.957,0.991,-0.538,13.000,0.464
test.enc.prompt.txt::01682,Bless us O,1.0,content_diversity,father for we have sinned.,slot machine gods for this is our last quarter.,spirits of liquor as we have over imbibed.,saints for we fall short of your glory.,stork for we want a child.,-0.057,0.936,-0.113,1.897,0.379,4.977,0.995,-0.136,12.139,0.552
test.enc.prompt.txt::01744,Poor bastard never,0.0,content_diversity,brings money,can't afford anything,buys something,has anything to pay with,brings cash,-0.015,0.971,-0.172,2.230,0.446,4.590,0.918,-0.394,7.811,0.710
test.enc.prompt.txt::01731,It's not that,1.0,content_diversity,I don't like you,I just can't trust you,believe me,I am the problem,I think you should go,-0.040,0.950,-0.182,2.121,0.424,4.879,0.976,-0.342,5.366,0.671
test.enc.prompt.txt::01731,It's not that,0.0,content_diversity,I can't trust,you are not to be trusted,you can't be trusted,i can't have confidence that you'll keep it quiet,i don't want to trust you,-0.049,0.927,-0.403,2.345,0.469,4.738,0.948,-0.715,6.866,0.528
test.enc.prompt.txt::01691,What'd she die,0.0,content_diversity,of and can we all get it,sick with and do others have it,from and is it going around,with and is there a vaccine for it,of and is it spreading,-0.106,0.883,-0.409,1.828,0.366,4.595,0.919,-0.327,6.701,0.957
test.enc.prompt.txt::01741,So how'd you,0.0,content_diversity,discover the truth about me?,get the low down on my whereabouts?,get them to tell you where I was?,come across my information?,figure out where to look for me?,-0.019,0.961,-0.164,1.853,0.371,4.957,0.991,-0.522,9.429,0.555
test.enc.prompt.txt::01721,Uh... I'm shipping,0.0,content_diversity,to invalid address,to wrong person,to wrong recipient,to wrong destination,to invalid final destination,-0.133,0.645,-0.425,1.306,0.261,4.207,0.841,-0.645,9.770,0.888
test.enc.prompt.txt::01717,"No, you did",0.0,content_diversity,make a larceny,rob the store,something bad,commit a crime,steal,-0.007,0.583,-0.109,2.586,0.517,4.999,1.000,-0.351,6.787,0.754
test.enc.prompt.txt::01742,He's just as,1.0,content_diversity,bad as his mom,good as anyone,stupid as you,ugly as his parents,smart as me,-0.071,0.725,-0.393,1.473,0.295,4.016,0.803,-0.300,6.391,0.799
test.enc.prompt.txt::01709,So many children.,1.0,content_diversity,I can't keep up.,We will make a lot of babysitting money.,Why does she have so many children?,He wants too many kids.,I get a headache thinking about it.,-0.010,0.981,-0.320,2.007,0.401,4.826,0.965,-0.274,9.076,0.478
test.enc.prompt.txt::01709,So many children.,0.0,content_diversity,We went our separate ways because of it.,I don't know why he wants so many.,Why does he want so many children?,He could start his own country wanting that many kids.,I want 1 child and he wants 10.,-0.031,0.950,-0.243,2.063,0.413,4.986,0.997,-0.269,10.085,0.388
test.enc.prompt.txt::01697,You've seen only,1.0,content_diversity,the tip of the iceberg.,the best side of him.,what I wanted you to see.,the best doctors.,one way of doing things.,-0.044,0.939,-0.302,2.191,0.438,4.985,0.997,-0.202,8.784,0.549
test.enc.prompt.txt::01697,You've seen only,0.0,content_diversity,what I have allowed .,that which I chose to show you.,the things I feel worthy of your attention.,what will be in your best interest.,things I decide you can see.,-0.036,0.949,-0.177,2.297,0.459,4.947,0.989,-0.519,9.418,0.554
test.enc.prompt.txt::01695,How many months,0.0,content_diversity,until father is with us?,will it take papa to get here?,are there to go before dad gets out of jail?,do we have to wait for dada?,can pops be gone for?,-0.008,0.988,-0.223,1.944,0.389,4.779,0.956,-0.425,10.741,0.596
test.enc.prompt.txt::01739,Then there it,1.0,content_diversity,"went, down the street.","flew, into the sky.",is!,"slept, in the cave.",dies peacefully.,-0.015,0.773,-0.297,2.052,0.410,4.999,1.000,-0.173,10.469,0.654
test.enc.prompt.txt::01735,My name's Grant.,1.0,content_diversity,I am here to help you,I am a world champion,I could be your father,I usually wake up after noon,I will be your new teacher,-0.056,0.933,-0.308,1.753,0.351,4.990,0.998,-0.224,8.219,0.822
test.enc.prompt.txt::01736,Here's where a,1.0,content_diversity,plane waits for us,meeting will be held,timeless masterpiece was painted,should leave you,countless couples broke up,0.000,0.800,-0.190,2.812,0.562,4.814,0.963,-0.098,8.995,0.750
test.enc.prompt.txt::01729,Shit. We don't,0.0,content_diversity,care about your opinion.,want to know what you think.,need any more ideas.,have any need of your expertise.,value your way of thinking.,-0.024,0.960,-0.151,1.760,0.352,4.684,0.937,-0.401,9.752,0.574
test.enc.prompt.txt::01716,It looks like,1.0,content_diversity,we've made it,it is gonna rain,he likes you,he isn't answering,you should go home,-0.018,0.765,-0.222,2.333,0.467,4.997,0.999,-0.099,7.026,0.781
test.enc.prompt.txt::01754,I lost my,0.0,content_diversity,sneakers in the wood,shoes in a forest,trainers in a wood,shoes while I was in a forest,sneakers when I was in a wood,-0.164,0.757,-0.487,1.478,0.296,3.937,0.787,-0.610,6.377,0.638
test.enc.prompt.txt::01771,"Feeling lucky today,",0.0,content_diversity,we should make a bet,we can bet,we could place a bet,do you want to bet,anyone wanna bet against me?,-0.068,0.928,-0.378,2.331,0.466,4.378,0.876,-0.726,9.894,0.825
test.enc.prompt.txt::01685,When'd you start,1.0,content_diversity,swimming professionally,going out with her,making mistakes,baking,fighting for your country,0.000,0.800,-0.173,1.986,0.397,4.998,1.000,-0.094,7.395,0.924
test.enc.prompt.txt::01755,Sorry about your,1.0,content_diversity,parents,exam,pet,situation at work,health issues,0.000,0.600,-0.451,1.319,0.264,4.998,1.000,-0.191,5.752,0.822
test.enc.prompt.txt::01759,You need to,1.0,content_diversity,evaluate all student's papers,hurry up,check your teeth,bring an umbrella,get there by 8,0.000,0.800,-0.077,1.449,0.290,4.999,1.000,-0.132,7.858,0.714
test.enc.prompt.txt::01684,"Doing great, Mom,",1.0,content_diversity,can I have sweets now?,where are we going next,i think you should rethink your decision,can i have a new phone,do you believe me,-0.014,0.970,-0.152,2.644,0.529,4.995,0.999,-0.269,8.571,0.952
test.enc.prompt.txt::01712,"""Homer Wells, born",0.0,content_diversity,"in russia, was a commandor",in russia was known as a general,in russia was known as a top officer in military,"in russia, was a top general",in russia was a colonel,-0.241,0.657,-0.596,1.722,0.344,4.682,0.936,-0.603,8.236,0.484
test.enc.prompt.txt::01751,I guess it,0.0,content_diversity,rains a lot,rains often here,does rain quite often,rains almost every single day,rains few times per day,-0.041,0.950,-0.194,1.976,0.395,4.841,0.968,-0.799,13.457,0.841
test.enc.prompt.txt::01767,Stop waving that,1.0,content_diversity,thing at me.,hand in my face.,hankie like you're fanning a fire.,money around.,at him I don't want him to see me.,-0.007,0.975,-0.219,2.462,0.492,4.491,0.898,-0.181,10.410,0.578
test.enc.prompt.txt::01767,Stop waving that,0.0,content_diversity,before he notices me.,or he'll look this way.,he'll come over demanding the money I owe him.,else he'll recognize it and want it back.,I don't want him to know I am here.,-0.016,0.960,-0.371,2.623,0.525,4.247,0.849,-0.257,8.911,0.405
test.enc.prompt.txt::01757,We had to,0.0,content_diversity,leave him to die,execute him,commit a homicide,murder him,slaughter him,-0.051,0.754,-0.499,1.402,0.280,4.952,0.990,-0.523,5.743,0.820
test.enc.prompt.txt::01713,Is *your* father,1.0,content_diversity,really dead?,the newlly elected mayor?,wanted by the FBI?,married to your mother?,the town drunk.,-0.017,0.776,-0.279,2.173,0.435,4.971,0.994,-0.129,9.462,0.591
test.enc.prompt.txt::01713,Is *your* father,0.0,content_diversity,one of America's most wanted?,on the run from the law?,a fugitive from justice?,a common criminal?,wanted for questioning by the authorities?,-0.015,0.967,-0.283,2.153,0.431,4.982,0.996,-0.428,9.001,0.500
test.enc.prompt.txt::01687,When I first,0.0,content_diversity,took you on a date I was happy,went out with you it made me happy,"took you out, I was the happiest man alive",went on a date with you it made me so happy,"went out with you, you made me smile",-0.130,0.792,-0.483,1.720,0.344,4.469,0.894,-0.732,9.964,0.524
test.enc.prompt.txt::01777,So what do,1.0,content_diversity,I need to do,you want me to read,they want to watch,they plan on doing next friday,they think they will do to us,-0.048,0.938,-0.175,1.708,0.342,4.541,0.908,-0.283,8.722,0.872
test.enc.prompt.txt::01777,So what do,0.0,content_diversity,you want me to do,I need to get done with,I need to finish,you want me to get done,you want me to get finished with,-0.236,0.641,-0.441,2.063,0.413,4.947,0.989,-0.590,7.692,0.641
test.enc.prompt.txt::01690,He *sniffs* that,1.0,content_diversity,powder of the table,stinky socks,cocaine,sugar into his nostril,thing,0.000,0.800,-0.044,1.699,0.340,4.999,1.000,-0.264,6.651,0.831
test.enc.prompt.txt::01730,That just ain't,1.0,content_diversity,so.,right.,something my family believes in.,going to happen.,my way of thinking.,-0.004,0.986,-0.440,2.682,0.536,4.257,0.851,-0.440,9.174,0.706
test.enc.prompt.txt::01730,That just ain't,0.0,content_diversity,how I see things.,in line with my beliefs.,the way my mind works.,the direction my gears turn.,how I was brought up.,-0.031,0.948,-0.363,2.105,0.421,4.959,0.992,-0.346,10.222,0.639
test.enc.prompt.txt::01762,I think you'd,0.0,content_diversity,be fond of him,love him,fall in love with him,start liking him immediately,be head over heels for him,-0.062,0.943,-0.404,2.073,0.415,4.522,0.904,-0.523,8.893,0.988
test.enc.prompt.txt::01765,No. You trusted,0.0,content_diversity,someone you shouldn't have.,a wolf in sheep's clothing.,a corrupt government.,a no good rat.,A worthless excuse for a human being.,-0.027,0.974,-0.197,2.483,0.497,4.734,0.947,-0.241,11.226,0.624
test.enc.prompt.txt::01773,Exactly. 'Cept this,1.0,content_diversity,can't be forgiven just like that,and move on,reality,and you will learn next time,and start doing it now,-0.014,0.981,-0.111,2.167,0.433,4.383,0.877,-0.314,8.628,0.959
test.enc.prompt.txt::01773,Exactly. 'Cept this,0.0,content_diversity,can't go unnoticed,can't go without consequences,can't be like that,isn't forgiveable,shouldn't be accepted,-0.036,0.732,-0.236,2.062,0.412,4.960,0.992,-0.459,7.169,0.551
test.enc.prompt.txt::01723,I thought you,0.0,content_diversity,had heard it before.,"everyone knew, its common knowledge.",told me about it.,remembered what I said.,were aware of that.,-0.005,0.990,-0.264,2.093,0.419,4.963,0.993,-0.649,10.243,0.683
test.enc.prompt.txt::01779,Like we told,0.0,content_diversity,"police, we didn't see anything","police, we weren't there","police officer, we couldn't see anything","police, it was foggy so we didn't see","police, it was dark and we didn't see anything",-0.161,0.785,-0.505,1.935,0.387,4.781,0.956,-0.658,10.050,0.402
test.enc.prompt.txt::01746,We only owe,1.0,content_diversity,you few dollars,them and not you,our workers,money,some materials and not money,-0.029,0.927,-0.148,1.509,0.302,4.949,0.990,-0.232,4.396,0.879
test.enc.prompt.txt::01746,We only owe,0.0,content_diversity,our employees,our workforce,our manforce,money to workers,money to people we hired,-0.047,0.921,-0.407,1.379,0.276,4.742,0.948,-0.512,6.634,0.829
test.enc.prompt.txt::01706,I *helped* you,1.0,content_diversity,when no one else would.,the best I could afford to.,I feel enough!,so return the favor.,"at least, I think I did.",-0.023,0.967,-0.120,2.715,0.543,4.809,0.962,-0.347,11.708,0.652
test.enc.prompt.txt::01756,Alright! Hold up.,0.0,content_diversity,We have unfinished business.,There's some things we need to talk about.,I have a few choice words for you.,I want to tell you a thing or two.,You aren't going any where until we settle this.,-0.015,0.968,-0.279,2.045,0.409,4.940,0.988,-0.343,10.567,0.528
test.enc.prompt.txt::01768,Meet me at,1.0,content_diversity,the elementary school,your place,the noon,the city centre,city tower,-0.031,0.550,-0.221,1.699,0.340,4.760,0.952,-0.298,7.212,0.901
test.enc.prompt.txt::01750,Grifter huh? Where,0.0,content_diversity,can I find him,can he be found,is he,did you look for him,was it that you found him,-0.032,0.943,-0.413,1.963,0.393,4.989,0.998,-0.737,3.842,0.961
test.enc.prompt.txt::01728,"Thanks, guys... I'd",0.0,content_diversity,love to if I could.,take a rain check.,rather not today.,be standing up someone if I did.,never be able to keep up.,-0.021,0.950,-0.137,2.316,0.463,4.980,0.996,-0.188,11.238,0.661
test.enc.prompt.txt::01737,That's right. And,1.0,content_diversity,that is why everyone should follow you,you are wrong,if you have questions just ask me,"finally, you can make it that way",you don't have to worry,-0.043,0.959,-0.075,2.153,0.431,4.981,0.996,-0.228,8.787,0.799
test.enc.prompt.txt::01737,That's right. And,0.0,content_diversity,that is why you're a leader,that is why people follow you,that is why you have so many followers,that is why you're popular,this explains why you're natural leader,-0.192,0.798,-0.595,1.892,0.378,4.925,0.985,-0.654,7.551,0.629
test.enc.prompt.txt::01719,Where are you,1.0,content_diversity,going next friday,taking her out,going on your holiday,going after this meeting,and your sister hiding,-0.022,0.767,-0.105,1.879,0.376,4.995,0.999,-0.233,8.806,0.881
test.enc.prompt.txt::01722,If you take,1.0,content_diversity,my advice you can win,pills you won't be able to sleep,"drugs, it can damage your body","me out, i am paying",my dog for a walk i will owe you one,-0.018,0.970,-0.033,2.229,0.446,4.995,0.999,-0.132,11.745,0.734
test.enc.prompt.txt::01776,"Hey, I been",1.0,content_diversity,seeing you around town.,out sick.,walking the dog.,working my tail off.,watching the kids.,-0.007,0.787,-0.308,1.885,0.377,4.997,0.999,-0.212,7.374,0.492
test.enc.prompt.txt::01776,"Hey, I been",0.0,content_diversity,very ill.,in the hospital with the coronavirus.,so sick I couldn't leave the house.,bedridden with the flu.,unwell and in bed for a week.,-0.028,0.952,-0.289,1.882,0.376,4.990,0.998,-0.435,10.610,0.624
test.enc.prompt.txt::01775,He's wheeling around,1.0,content_diversity,town on a bike.,the track now.,the yard.,the rink.,the park.,-0.054,0.754,-0.430,1.306,0.261,4.998,1.000,-0.316,6.717,0.611
test.enc.prompt.txt::01748,We're going to,1.0,content_diversity,go to the store.,throw a party.,have a yard sale.,visit your aunt.,play hide and seek.,-0.006,0.789,-0.400,1.334,0.267,4.569,0.914,-0.224,9.568,0.598
test.enc.prompt.txt::01748,We're going to,0.0,content_diversity,have a gala affair.,host a get together.,have some friends over.,celebrate your birthday and invite all your friends.,host a dinner party.,-0.035,0.939,-0.370,2.093,0.419,4.926,0.985,-0.491,10.985,0.610
test.enc.prompt.txt::01681,Sorry...sorry... Why do,1.0,content_diversity,I always think I’m a better cook than I really am?,you even ask me if you look fat if you don’t want an honest answer?,you expect me to memorize everything instead of just writing it down?,you want me to like your parents if you don’t even like them?,terrible things always happen to us like we’re cursed?,-0.039,0.921,-0.229,3.100,0.620,4.975,0.995,-0.198,17.737,0.467
test.enc.prompt.txt::01681,Sorry...sorry... Why do,0.0,content_diversity,women always ask men if they look fat in an outfit?,"females expect men to lie to them about looking fat, but nothing else?",the news and media portray big women as something negative?,people want other people to be honest only when it serves them right?,you put me on the spot like this whenever you put on a new dress?,-0.009,0.964,-0.165,1.934,0.387,4.964,0.993,-0.261,24.947,0.608
test.enc.prompt.txt::01720,"No, I'm not.",1.0,content_diversity,I lost my job so I'm not working.,I would never leave her.,I turned him down.,I can't go on vacation with work so busy.,I'm perfectly healthy.,-0.026,0.966,-0.316,2.078,0.416,4.998,1.000,-0.215,10.503,0.500
test.enc.prompt.txt::01720,"No, I'm not.",0.0,content_diversity,No health problems here.,My doctor said there's nothing wrong with me healthwise.,I'm in good shape.,"Despite my poor diet, I'm hale and hearty.","Per the lawyer, I'm of sound mind and body.",-0.012,0.982,-0.316,2.943,0.589,4.990,0.998,-0.409,18.862,0.629
test.enc.prompt.txt::01733,"Yeah, you really",0.0,content_diversity,caught me off guard.,did the unexpected.,made my head spin.,expanded my realm of possibility.,showed me a whole new way to look at things.,-0.008,0.985,-0.232,1.961,0.392,4.724,0.945,-0.472,10.060,0.503
test.enc.prompt.txt::01700,The screen is,1.0,content_diversity,wider than we expected,so perfect,should be bigger,broken,repaired,0.000,0.800,-0.297,1.509,0.302,4.960,0.992,-0.257,5.873,0.979
test.enc.prompt.txt::01700,The screen is,0.0,content_diversity,in HD,amazing,outstanding,wonderful,extremely good,0.000,0.400,-0.535,1.963,0.393,4.659,0.932,-0.612,4.638,0.773
test.enc.prompt.txt::01707,And now that,1.0,content_diversity,I've done it what next,he knows me?,he thinks I like him?,I believe you,I fix my car,-0.021,0.970,-0.209,2.540,0.508,4.775,0.955,-0.293,8.718,0.793
