sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::01379,Take her to,1.0,content_diversity,the movies,the store,hair salon,her mothers house,back to her home,-0.016,0.769,-0.346,2.085,0.417,4.885,0.977,-0.240,10.031,0.772
test.enc.prompt.txt::01379,Take her to,0.0,content_diversity,the grocery store,the boutique,the retail store,the hat store,the beauty supply place,-0.089,0.720,-0.433,1.322,0.264,4.798,0.960,-0.428,8.151,0.543
test.enc.prompt.txt::01380,Jeffrey? What's going,1.0,content_diversity,to happen with you,on with your dog,on with that girl you are dating,wrong with your studies,to happen after you graduate,-0.073,0.893,-0.359,2.003,0.401,4.984,0.997,-0.181,15.423,0.643
test.enc.prompt.txt::01380,Jeffrey? What's going,0.0,content_diversity,to happen when you graduate,to happen when you finish with university,to happen when u finish uni,to happen once you graduate from college,to happen when you finish you get your diploma,-0.256,0.722,-0.644,1.353,0.271,4.879,0.976,-0.727,17.156,0.505
test.enc.prompt.txt::01381,Come on out,1.0,content_diversity,nothing bad will happen to you,and have fun,we can get drunk,we are going to the bar,let's meet at the playground,-0.011,0.975,-0.260,2.855,0.571,4.549,0.910,-0.255,16.156,0.621
test.enc.prompt.txt::01381,Come on out,0.0,content_diversity,everything will be fine,nothing bad is gonna happen,you're safe with us,it is all right,you will be fine,-0.043,0.919,-0.269,1.897,0.379,4.611,0.922,-0.725,15.744,0.685
test.enc.prompt.txt::01382,"Listen kid, I",1.0,content_diversity,have something to tell you.,know you didn't want to come but you have to.,can't understand a word you are saying!,don't think that is going to help.,might be able to help you,-0.056,0.936,-0.120,2.399,0.480,4.944,0.989,-0.270,28.876,0.642
test.enc.prompt.txt::01382,"Listen kid, I",0.0,content_diversity,"can't hear you, what are you saying?",think you need to speak more clearly,don't have a clue what you are talking about,need to to make more sense than that!,am having trouble understanding you.,-0.035,0.944,-0.111,2.910,0.582,4.958,0.992,-0.486,28.934,0.658
test.enc.prompt.txt::01383,"Ah, Agent Smecker,",1.0,content_diversity,I see you're already here,where do you live,do you have any kids,do you think we can finish this by tuesday,what is your favourite coworker,-0.035,0.954,-0.084,2.174,0.435,4.981,0.996,-0.163,23.080,0.769
test.enc.prompt.txt::01383,"Ah, Agent Smecker,",0.0,content_diversity,you've already arrived,you're here already,I see you are here,you're fast to arrive,you're the first one to arrive,-0.040,0.930,-0.226,1.863,0.373,4.920,0.984,-0.698,11.474,0.396
test.enc.prompt.txt::01384,"Oh, God! Don't",1.0,content_diversity,scare me like that!,"sweat the small things, buddy.",you ever leave my side while we're in this store again.,do something so dangerous up here!,you see how miserable your boyfriend is making you?,-0.002,0.994,-0.006,2.401,0.480,4.921,0.984,-0.159,27.768,0.646
test.enc.prompt.txt::01384,"Oh, God! Don't",0.0,content_diversity,sneak up behind me when I'm not looking!,go and frighten me with the weird noises you make.,"you ever say, ""Boo!"" again, you hear me?",make me scream like that with your sudden movements.,pretend to be a spooky monster in this dark bedroom!,-0.015,0.973,-0.055,3.547,0.591,4.979,0.996,-0.332,41.208,0.722
test.enc.prompt.txt::01385,Poppa Joe said,1.0,content_diversity,that you should believe him,he will get you out of this situation,you have to study more,don't ever look back,to avoid unhealthy food,-0.015,0.977,-0.119,2.422,0.484,4.993,0.999,-0.134,20.135,0.719
test.enc.prompt.txt::01385,Poppa Joe said,0.0,content_diversity,to avoid food that's bad for your health,to avoid junk food,to avoid fast food,to avoid processed food,to avoid everything that is bad for your health,-0.177,0.803,-0.639,1.677,0.335,4.716,0.943,-0.653,15.715,0.507
test.enc.prompt.txt::01386,Climb the corporate,1.0,content_diversity,ladder to make more money,fence to spy on them,wall if you want to leave,legal system to prevail,tree if you want to get fired,-0.073,0.881,-0.223,2.278,0.456,4.392,0.878,-0.155,15.009,0.556
test.enc.prompt.txt::01386,Climb the corporate,0.0,content_diversity,payroll system to haul in the dough,office floors to get rich,steps in order to get a promotion,shoulders to get to the top,system if you want to afford better things,-0.070,0.925,-0.287,2.298,0.460,4.990,0.998,-0.284,22.096,0.670
test.enc.prompt.txt::01387,You think they,1.0,content_diversity,will be waiting for you,are not being fair to you?,are making fools of us,care about your opinion,would like to fire you,-0.011,0.976,-0.030,2.172,0.434,4.712,0.942,-0.216,16.570,0.637
test.enc.prompt.txt::01387,You think they,0.0,content_diversity,aren't treating you fair,are being unfair,aren't treating you equally,are unfair,are not treating you fairly,-0.096,0.840,-0.463,1.750,0.350,4.621,0.924,-0.751,10.474,0.476
test.enc.prompt.txt::01388,Let him go,1.0,content_diversity,to sleep,home if he wants to,get dinner,you do not need him,to the store,-0.020,0.976,-0.173,3.132,0.626,4.962,0.992,-0.161,12.795,0.753
test.enc.prompt.txt::01388,Let him go,0.0,content_diversity,we will be getting sleep soon,going to bed,"i am tired, we should sleep",can we go to get some sleep,i would like to get some rest,-0.050,0.911,-0.349,3.039,0.608,4.835,0.967,-0.771,22.064,0.735
test.enc.prompt.txt::01389,"Mother, is that",1.0,content_diversity,my father,the thing you said to avoid,the movie you were talking about,special birthday food for me,your favourite actor,-0.007,0.982,-0.138,2.510,0.502,4.994,0.999,-0.111,15.207,0.691
test.enc.prompt.txt::01389,"Mother, is that",0.0,content_diversity,special food,food just for me,food to celebrate my birthday,bday food,food for special occasion,-0.077,0.929,-0.169,2.216,0.443,4.928,0.986,-0.551,13.324,0.784
test.enc.prompt.txt::01390,Still bickerin' over,1.0,content_diversity,something he did in the past,something you can't make up for,your dog,his fake friendship,something that can't be undone,-0.014,0.973,-0.142,2.221,0.444,4.482,0.896,-0.206,11.507,0.443
test.enc.prompt.txt::01390,Still bickerin' over,0.0,content_diversity,fake friends that left you,his fakeness,him being a fake friend,him being a bad friend,him being selfish,-0.071,0.870,-0.355,2.162,0.432,4.980,0.996,-0.450,11.468,0.573
test.enc.prompt.txt::01391,You guys are,1.0,content_diversity,the best group of friends ever,so difficult to deal with,thinking way to hard,so smart,being so kind,-0.024,0.970,-0.145,2.474,0.495,4.845,0.969,-0.286,12.842,0.642
test.enc.prompt.txt::01391,You guys are,0.0,content_diversity,getting annoying,impossible to deal with,hard to deal with,so difficult to get along with,difficult to work with,-0.092,0.860,-0.479,2.017,0.403,4.076,0.815,-0.699,13.866,0.693
test.enc.prompt.txt::01392,How many feminists,1.0,content_diversity,are protesting out there? It doesn't look like many.,are total hypocrites and use their charms when they want something?,does it take to change a light bulb?,are willing to go as far as she did? she is a hero.,have to get hurt before people take notice.,-0.015,0.967,-0.081,2.759,0.394,4.899,0.980,-0.201,38.242,0.659
test.enc.prompt.txt::01392,How many feminists,0.0,content_diversity,have to be injured before people listen?,have to be killed before someone takes notice?,need to get hurt before people pay attention?,have to get hurt to get heard?,have to get hurt before someone stands up and listens?,-0.158,0.787,-0.625,1.359,0.272,4.925,0.985,-0.630,18.378,0.408
test.enc.prompt.txt::01393,No fuckin' hot,1.0,content_diversity,girl are allowed here,food makes me throw up,sun makes me exhausted,people are here,nights,-0.026,0.936,-0.136,1.930,0.386,4.980,0.996,-0.138,13.159,0.774
test.enc.prompt.txt::01393,No fuckin' hot,0.0,content_diversity,food makes me vomit,food makes me puke,cuisine makes me throw up,cuisine makes me puke,cuisine makes me vomit,-0.282,0.673,-0.931,1.070,0.214,4.981,0.996,-0.910,10.364,0.494
test.enc.prompt.txt::01394,"All right, love",1.0,content_diversity,let's do this,me like I love you,where do you want to eat,what is your favourite number,you can go out with your friends,-0.018,0.969,-0.085,2.361,0.472,4.982,0.996,-0.219,17.315,0.618
test.enc.prompt.txt::01394,"All right, love",0.0,content_diversity,do you want to eat out,where do you wanna have a dinner,where do you wanna dine,do you want to go out and eat,do you wanna eat in a restaurant,-0.194,0.767,-0.480,1.927,0.385,4.335,0.867,-0.776,20.704,0.627
test.enc.prompt.txt::01395,Destroy all that,1.0,content_diversity,evidence and get out of here,peasants,books and get new ones,files and clean my desk,enemies,-0.019,0.951,-0.141,1.793,0.359,4.999,1.000,-0.165,12.615,0.701
test.enc.prompt.txt::01395,Destroy all that,0.0,content_diversity,files and clean it,papers and clean the desk,files and clean my table,papers and clean my workdesk,notes and clean the desk,-0.228,0.703,-0.677,1.192,0.238,4.015,0.803,-0.854,12.340,0.514
test.enc.prompt.txt::01396,Know what we,1.0,content_diversity,are dealing with,are selling to our customers,need to do to stay profitable,can do to help him,should do in order to sell the business,-0.046,0.939,-0.345,2.049,0.410,4.413,0.883,-0.276,17.764,0.658
test.enc.prompt.txt::01396,Know what we,0.0,content_diversity,need to do to stay in the green,need to be profitable,need to have net income,need to have positive cash flow,need to do to generate profit,-0.170,0.813,-0.439,1.526,0.305,4.420,0.884,-0.544,15.838,0.546
test.enc.prompt.txt::01397,I don't know,1.0,content_diversity,about this.,what is going on.,you well enough for that.,what has gotten into you.,how you could forget it.,-0.016,0.971,-0.236,2.776,0.555,4.823,0.965,-0.376,14.715,0.566
test.enc.prompt.txt::01397,I don't know,0.0,content_diversity,what your problem is.,why you are acting that way.,why you can't act right.,what you think you are up to.,why you would do that.,-0.067,0.906,-0.329,2.115,0.423,4.878,0.976,-0.429,15.632,0.460
test.enc.prompt.txt::01398,"Is that right,",1.0,content_diversity,he ran away?,that animal bit her in the face?,she robbed the bank?,he stole the couple's car?,they won the lottery?,-0.030,0.965,-0.528,2.121,0.424,4.833,0.967,-0.175,15.865,0.529
test.enc.prompt.txt::01398,"Is that right,",0.0,content_diversity,they won the big cash prize?,the group won and quit their jobs?,the team won millions in the lotto?,they got the grand prize and retired to Puerto Rico?,the couple are very rich now from winning the lotto sweepstakes?,-0.056,0.951,-0.398,2.602,0.520,4.776,0.955,-0.341,30.733,0.668
test.enc.prompt.txt::01399,"Oh, we're good",1.0,content_diversity,to go,now,when I say we're good,when you apologise,once he leaves,-0.005,0.986,-0.226,1.867,0.373,4.997,0.999,-0.336,11.231,0.702
test.enc.prompt.txt::01399,"Oh, we're good",0.0,content_diversity,when you say you're sorry,when you admit your mistakes,when you say you've made a mistake,once you apologize,when you say sorry to me,-0.129,0.850,-0.568,1.622,0.324,4.308,0.862,-0.620,14.355,0.478
test.enc.prompt.txt::01400,Where are you,1.0,content_diversity,taking her out,gonna be next wednesday,taking your dog for a walk,going to,spending all of your money,-0.008,0.980,-0.017,2.454,0.491,4.989,0.998,-0.173,14.624,0.731
test.enc.prompt.txt::01400,Where are you,0.0,content_diversity,going out with her,taking her on a date,gonna spend your time together,taking your gf out,going with your girlfriend,-0.038,0.936,-0.305,2.212,0.442,4.882,0.976,-0.369,14.572,0.662
test.enc.prompt.txt::01401,Who did you,1.0,content_diversity,expect? That Thompson coward?,"meet with last night and don't deny it, I saw you.",see in the garden that time? I know it was a long time ago but try to remember.,think would be happy about that? Nobody is happy about it.,"mean when you said ""he"" would know exactly what this is about?",-0.009,0.968,-0.087,2.782,0.348,4.948,0.990,-0.173,42.417,0.615
test.enc.prompt.txt::01401,Who did you,0.0,content_diversity,"mean when you said ""they"" would know exactly what this is about?","mean when you said ""she"" would know exactly what this is about?","mean when you said ""it"" would know exactly what this is about?",mean when you refer to them knowing exactly what this is about?,mean when you spoke of them knowing what this is about?,-0.446,0.576,-0.671,1.565,0.313,4.158,0.832,-0.815,27.109,0.387
test.enc.prompt.txt::01402,So what do,1.0,content_diversity,you think about my new hairstyle,like about me,you do in leisure time,think of my father,believe in,-0.023,0.950,-0.101,2.250,0.450,4.994,0.999,-0.227,13.814,0.691
test.enc.prompt.txt::01402,So what do,0.0,content_diversity,you do in free time,you do as a hobby,you do when you have free time,you do to take your mind of the work,you do when you don't have work to do,-0.152,0.830,-0.471,2.147,0.429,4.939,0.988,-0.488,23.599,0.638
test.enc.prompt.txt::01403,There he goes.,1.0,content_diversity,you can say hi to him,we better hide from him,we should call help,he looks amazing,you will never see him again,-0.018,0.967,-0.283,2.094,0.419,4.998,1.000,-0.118,15.079,0.628
test.enc.prompt.txt::01403,There he goes.,0.0,content_diversity,you can greet him,just say hello,just introduce yourself,just say who you are,you can say hey to him,-0.063,0.899,-0.342,2.133,0.427,4.990,0.998,-0.583,13.150,0.626
test.enc.prompt.txt::01404,"Now, you will",1.0,content_diversity,do as I say or I'll fire you,have to take one for the team,pick my mom,take care of my dog,have to say what bothers you,-0.024,0.950,-0.066,2.183,0.437,4.926,0.985,-0.169,20.416,0.659
test.enc.prompt.txt::01404,"Now, you will",0.0,content_diversity,"do it, or you're fired",do as I say or you are fired,do as I say or you are leaving this job,do it or you can say goodbye to this job,do it or I'm gonna fire you,-0.160,0.741,-0.515,2.243,0.449,4.922,0.984,-0.755,26.786,0.595
test.enc.prompt.txt::01405,It is your,1.0,content_diversity,job to have.,birthday.,time to leave.,problem.,new pet.,-0.007,0.580,-0.496,2.132,0.426,4.940,0.988,-0.136,12.418,0.828
test.enc.prompt.txt::01405,It is your,0.0,content_diversity,issue.,"worse problem, so go and fix it.",big issue to take care of.,dilemma so fix it and move on.,bad deal to fix.,-0.035,0.934,-0.352,2.709,0.542,4.992,0.998,-0.361,22.158,0.715
test.enc.prompt.txt::01406,I knew you,1.0,content_diversity,would screw us,could do it,are not the one for the job,can do your homework,had time to paint the fence,-0.011,0.974,-0.248,2.140,0.428,4.996,0.999,-0.157,15.138,0.658
test.enc.prompt.txt::01406,I knew you,0.0,content_diversity,'d screw us,would put us in trouble,would f*cked us,would betray us,would put us trough hell,-0.107,0.865,-0.292,1.239,0.248,4.712,0.942,-0.432,11.638,0.529
test.enc.prompt.txt::01407,And it's the,1.0,content_diversity,last thing on my mind right now,most amazing film ever,time of my life,purple car right next to that BMW,most expensive phone available,-0.012,0.977,-0.132,2.777,0.555,4.617,0.923,-0.181,16.455,0.633
test.enc.prompt.txt::01407,And it's the,0.0,content_diversity,most costly phone,costliest phone available,most expensive phone out there,most expensive phone on the market,highest priced phone you can get,-0.078,0.902,-0.528,2.189,0.438,4.177,0.835,-0.892,12.042,0.524
test.enc.prompt.txt::01408,"So Duffy, got",1.0,content_diversity,any weed?,"to go now, see you later",anything to tell me,something to share,drink so we can get drunk at his place,-0.015,0.983,0.080,2.445,0.489,4.337,0.867,-0.188,12.087,0.465
test.enc.prompt.txt::01408,"So Duffy, got",0.0,content_diversity,anything to say,something to say,something to tell me,anything you'd like to share,anything worth saying out loud,-0.078,0.903,-0.123,1.767,0.353,4.785,0.957,-0.533,14.242,0.647
test.enc.prompt.txt::01409,Jesus. I just,1.0,content_diversity,said I don't like it,want to get rest,want you to be happy,can't do it anymore,think it would look better on him,-0.021,0.968,-0.170,2.172,0.434,4.910,0.982,-0.270,12.684,0.437
test.enc.prompt.txt::01409,Jesus. I just,0.0,content_diversity,wanna rest,want to get some rest,want to get sleep,want to be left alone for a moment,need some time for myself,-0.068,0.887,-0.268,2.087,0.417,4.325,0.865,-0.619,16.489,0.687
test.enc.prompt.txt::01410,These two fucking,1.0,content_diversity,idiots are ruining whole dinner,plates are so annoying,dogs are trying to attack my dog,truck drivers are driving so dangerous,pictures are so obviously aimed to discredit me,-0.052,0.945,-0.234,2.018,0.404,4.999,1.000,-0.297,21.817,0.727
test.enc.prompt.txt::01410,These two fucking,0.0,content_diversity,drivers are being dangerous,drivers are driving dangerously,truck drivers are being hazard,drivers are not following driving rules,truck drivers behave as they're the only one on the road,-0.123,0.877,-0.400,1.750,0.350,4.937,0.987,-0.483,21.013,0.657
test.enc.prompt.txt::01411,While Greenly's getting,1.0,content_diversity,"new car, I'm not getting anything","more attention, I'm left behind","new headphones, I'm stuck with old ones","fired, I am getting promoted","mugged, I am still in my office",-0.028,0.952,-0.304,2.299,0.460,4.557,0.911,-0.187,19.835,0.484
test.enc.prompt.txt::01411,While Greenly's getting,0.0,content_diversity,"new vehicle, I'm not getting anything","new car, I'm getting nothing","new car, I won't get anything","new vehicle, I'm stuck with the old one","newest car, I still have an old one",-0.078,0.877,-0.512,1.555,0.311,4.762,0.952,-0.659,16.957,0.369
test.enc.prompt.txt::01412,What are you,1.0,content_diversity,doing behind the curtains,doing for a living,doing on a tuesday night,doing with my sister,thinking with that crazy ideas,-0.037,0.955,0.003,1.293,0.259,4.969,0.994,-0.186,12.764,0.580
test.enc.prompt.txt::01412,What are you,0.0,content_diversity,doing to survive,doing as a job,doing on your job,doing to generate income,doing to pay for your mortgage,-0.093,0.899,-0.303,1.613,0.323,4.273,0.855,-0.421,13.502,0.643
test.enc.prompt.txt::01413,"Vincenzo, that fat",1.0,content_diversity,asshole is wrongs,pig should be enough for dinner,ass should go on a diet,"thing you have around your neck, what is that?","and ugly girl of yours, what's her age",-0.007,0.988,-0.008,2.249,0.450,4.192,0.838,-0.157,24.474,0.662
test.enc.prompt.txt::01413,"Vincenzo, that fat",0.0,content_diversity,ass should lose some weight,ass should be on a diet,ass should watch her calories,ass should reduce calorie intake,ass shouldn't eat so much,-0.090,0.918,-0.522,1.860,0.372,4.934,0.987,-0.620,18.491,0.660
test.enc.prompt.txt::01414,You bet your,1.0,content_diversity,money on it.,life!,life's savings on a long shot.,marriage on a woman.,everything on a smokescreen.,-0.060,0.914,-0.254,2.037,0.407,4.213,0.843,-0.214,12.011,0.480
test.enc.prompt.txt::01414,You bet your,0.0,content_diversity,hard earned dollars at the casino.,cash on the lottery and lost.,savings for nothing.,bottom dollar and you won double!,money on a fantasy. Now you have nothing.,-0.017,0.966,-0.215,3.145,0.524,4.951,0.990,-0.367,21.005,0.600
test.enc.prompt.txt::01415,Hey! We gotta,1.0,content_diversity,keep going,save her from the mob,read plenty of book,study to pass the exam,stop laughing at you,-0.004,0.990,-0.127,1.991,0.398,4.924,0.985,-0.082,14.809,0.741
test.enc.prompt.txt::01415,Hey! We gotta,0.0,content_diversity,study hard to pass,study to get A,study to get a pass,study hard in order to pass,put in a lot of effort to pass,-0.139,0.839,-0.305,1.958,0.392,4.316,0.863,-0.636,15.576,0.577
test.enc.prompt.txt::01416,"We'll keep going,",1.0,content_diversity,we are almost there,I need you for few more hours,until we are the best,this is our chance of a lifetime,we gotta make it right,-0.023,0.970,-0.172,2.708,0.542,4.990,0.998,-0.473,15.063,0.538
test.enc.prompt.txt::01416,"We'll keep going,",0.0,content_diversity,we're almost here,we're almost finished,we will be there soon,we need just few more till finish line,we're almost at the finish line,-0.067,0.914,-0.403,1.740,0.348,4.881,0.976,-0.548,21.217,0.684
test.enc.prompt.txt::01417,You gonna do,1.0,content_diversity,what he says,that dance tonight,his dog's hair,what you told me,your tea a different way,-0.006,0.989,-0.108,2.065,0.413,4.795,0.959,-0.147,13.009,0.650
test.enc.prompt.txt::01417,You gonna do,0.0,content_diversity,that thing you said you would,exactly what you mentioned to me a day ago,the job you promised me you would,the new dance you laughed to me about,the course you swore to me you would,-0.115,0.878,-0.282,2.038,0.408,4.870,0.974,-0.414,22.127,0.582
test.enc.prompt.txt::01418,Don't do this,1.0,content_diversity,or I will leave you,it could be dangerous,can't you see you're hurting them,they won't remember you,how could you be so selfish,-0.031,0.960,-0.142,1.938,0.388,4.986,0.997,-0.293,18.254,0.589
test.enc.prompt.txt::01418,Don't do this,0.0,content_diversity,or we're breaking up,or I will have to leave you,or we're done,or we're finished,or we won't be together anymore,-0.092,0.926,-0.470,1.648,0.330,4.336,0.867,-0.737,16.321,0.526
test.enc.prompt.txt::01419,I'm Rocco. I'm,1.0,content_diversity,your gym instructor for today.,your worst nightmare unless you co-operate.,slightly nuts but mostly harmless.. mostly...,"your guide for today, welcome to the tour.",going to make sure you never hurt anyone ever again.,-0.018,0.966,-0.054,2.951,0.590,4.985,0.997,-0.168,29.145,0.620
test.enc.prompt.txt::01419,I'm Rocco. I'm,0.0,content_diversity,your trainer today.,your personal trainer today.,your coach for this session.,your workout coach today.,your teacher for today.,-0.106,0.887,-0.548,1.615,0.323,4.879,0.976,-0.669,7.643,0.306
test.enc.prompt.txt::01420,Tell me a,1.0,content_diversity,"way to get out of here, quick!","story, any story just to take my mind off things.",thief took it and I simply will not believe you.,time when you did not think of me that way.,"better excuse than that, that simply is not good enough.",-0.019,0.966,-0.105,3.450,0.690,4.931,0.986,-0.272,36.842,0.670
test.enc.prompt.txt::01420,Tell me a,0.0,content_diversity,route that will get us out of here.,way so that we can escape this.,way so we can leave this place.,plan to get out of here.,way so we can get ayway from this place.,-0.107,0.827,-0.495,2.420,0.484,4.942,0.988,-0.837,26.194,0.624
test.enc.prompt.txt::01421,What color hair,1.0,content_diversity,do you currently have,does your friend have,is your favourite,does your mom have,is the cheapest,-0.050,0.718,-0.250,1.574,0.315,4.976,0.995,-0.304,11.565,0.643
test.enc.prompt.txt::01421,What color hair,0.0,content_diversity,do you have now,do you wear right now,is currently on you,do you have in this moment,do you wear at the moment,-0.131,0.835,-0.394,1.686,0.337,4.698,0.940,-0.525,14.411,0.576
test.enc.prompt.txt::01422,Making Hutch David,1.0,content_diversity,might make Hutch mad.,could confuse Hutch.,not be good for David.,upset Hutch's mother.,would not solve the problem.,-0.010,0.980,-0.366,2.835,0.567,4.268,0.854,-0.472,14.968,0.554
test.enc.prompt.txt::01422,Making Hutch David,0.0,content_diversity,would not answer the question.,would not make things better.,isn't the answer.,wouldn't help anyone.,would serve no purpose.,-0.032,0.937,-0.365,1.672,0.334,4.902,0.980,-0.711,12.622,0.435
test.enc.prompt.txt::01423,What does Starsky,1.0,content_diversity,say about your future,think about this job,do in leisure time,like to eat,own instead of house,-0.005,0.789,-0.146,2.068,0.414,4.970,0.994,-0.189,11.439,0.602
test.enc.prompt.txt::01423,What does Starsky,0.0,content_diversity,do in a free time,do when he is free,do as his hobby,like to do in free time,do in spare time,-0.098,0.885,-0.271,2.305,0.461,4.855,0.971,-0.645,14.933,0.622
test.enc.prompt.txt::01424,Did you see,1.0,content_diversity,that aeroplane,him eat whole basket,her cheating on him,him how he broke up with her,cheating on a test,-0.033,0.940,-0.046,2.241,0.448,4.969,0.994,-0.162,14.045,0.669
test.enc.prompt.txt::01424,Did you see,0.0,content_diversity,him breaking up with her,him leaving her,him dumping her,him letting her go,getting out of relationship,-0.066,0.937,-0.550,1.812,0.362,4.874,0.975,-0.666,10.906,0.574
test.enc.prompt.txt::01425,Now. One thing,1.0,content_diversity,to remember.,to do when we get home.,more.,you should do at work.,you should be afraid of.,-0.022,0.944,-0.387,2.734,0.547,4.924,0.985,-0.242,13.425,0.559
test.enc.prompt.txt::01425,Now. One thing,0.0,content_diversity,that should be done when we return home.,we need to finish once we get home.,to keep in mind to do when we arrive at the house.,when return home from overseas that we must complete.,that we will do once through the door at home is shut off the alarm.,-0.068,0.910,-0.346,2.448,0.490,4.384,0.877,-0.524,35.020,0.614
test.enc.prompt.txt::01426,Is that the,1.0,content_diversity,cat that rubbed itself all over your leg yesterday?,fourth time the kids in the next yard hit a baseball on to your lawn?,new model 6700 razor I've been hearing so much about?,best comeback you can come up with?,greatest bowl of spaghetti you ever had or what?,-0.004,0.988,0.040,2.281,0.456,4.996,0.999,-0.074,34.439,0.604
test.enc.prompt.txt::01426,Is that the,0.0,content_diversity,friendly feline who was feeling you up the other day?,little furry rascal who was getting all friendly with you last night?,tabby that galloped up to you the other day?,kitten who has been greeting you all this time?,affectionate little creature with the penchant for cuddling from last morning?,-0.051,0.919,-0.275,2.668,0.534,4.973,0.995,-0.444,35.611,0.636
test.enc.prompt.txt::01427,What about what,1.0,content_diversity,they think? Do they not count?,"he did to you before, don't you want revenge?","Jenkins said, isn't that the best plan?","happened the last time we tried it, is it worth the risk?",we warned about? Shouldn't we at elast be a little wary?,-0.007,0.973,-0.073,2.827,0.404,4.974,0.995,-0.259,40.297,0.661
test.enc.prompt.txt::01427,What about what,0.0,content_diversity,"he put you through, surely you want payback?","you went through at his hands, surely you want him to suffer now?","he has done to you in the past, should he get away with that?","happened to you before, does that not matter any more?","he did to you before, don't you want to to return the favour?",-0.086,0.900,-0.270,2.907,0.581,4.974,0.995,-0.582,47.778,0.682
test.enc.prompt.txt::01428,You owe me,1.0,content_diversity,one million bucks,your car,for the house i borrowed you,your sister,a favour,-0.010,0.987,-0.220,1.955,0.391,4.981,0.996,-0.164,12.395,0.826
test.enc.prompt.txt::01428,You owe me,0.0,content_diversity,a million dollars,huge amount of money,large amount of money,large sum of money,a lot of money,-0.132,0.626,-0.492,1.684,0.337,4.280,0.856,-0.862,11.121,0.585
test.enc.prompt.txt::01429,"Dignan, I can't",1.0,content_diversity,do it all by myself,believe what you've done,believe you are so stupid,think of anything right now,focus on work if you keep distracting me,-0.008,0.985,-0.059,1.856,0.371,4.914,0.983,-0.269,15.582,0.537
test.enc.prompt.txt::01429,"Dignan, I can't",0.0,content_diversity,do it alone,do it without you,do it without any help,finish it by myself,do all the work,-0.101,0.870,-0.348,1.643,0.329,4.539,0.908,-0.538,11.595,0.580
test.enc.prompt.txt::01430,This is Inez.,1.0,content_diversity,I just transferred her from the Sales Department.,She just here from Hawaii.,She's the boss's cousin.,I just hired her.,She's an old friend from college.,-0.040,0.932,-0.330,2.286,0.457,4.642,0.928,-0.361,18.712,0.492
test.enc.prompt.txt::01430,This is Inez.,0.0,content_diversity,She's my old friend of mine from college.,This is my old friend from college.,She is my old friend from college.,This is an old friend from my college days.,"Years ago, we were friends in college.",-0.210,0.742,-0.679,2.040,0.408,4.364,0.873,-0.832,23.009,0.500
test.enc.prompt.txt::01431,What the fuck,1.0,content_diversity,are you doing here,do you think you are,is gonna happen when you leave us,she wants,is your problem,-0.025,0.952,-0.097,2.005,0.401,4.654,0.931,-0.335,12.882,0.613
test.enc.prompt.txt::01431,What the fuck,0.0,content_diversity,are we supposed to do when you leave,are we gonna do,should we do when you leave,we're supposed to do once you leave,can we do when you leave,-0.234,0.686,-0.604,1.833,0.367,4.467,0.893,-0.724,16.345,0.495
test.enc.prompt.txt::01432,He needs to,1.0,content_diversity,reasses his behaviour,become number one eventually,to take her out on a date,help me move out of the building,stop on the red light,-0.010,0.977,-0.051,2.568,0.514,4.895,0.979,-0.097,15.602,0.600
test.enc.prompt.txt::01432,He needs to,0.0,content_diversity,watch out his behaviour,think about his behaviour,behave better,behave more polite,improve his behaviour,-0.064,0.701,-0.408,1.853,0.371,4.522,0.904,-0.579,11.224,0.701
test.enc.prompt.txt::01433,"See, now we've",1.0,content_diversity,made you look like a fool,had enough,talked to your mom,started a channel,been nice to you,-0.014,0.968,-0.171,1.964,0.393,4.434,0.887,-0.146,13.343,0.702
test.enc.prompt.txt::01433,"See, now we've",0.0,content_diversity,made you look stupid,made you fool,made a fool out of you,made you look like a jackass,made you look like a complete idiot,-0.211,0.711,-0.351,1.857,0.371,3.802,0.760,-0.727,11.572,0.445
test.enc.prompt.txt::01434,"See, one day",1.0,content_diversity,I will be rich.,we all die.,my daughter will graduate from college.,he will leave her for me.,I will have children.,-0.036,0.954,-0.397,1.951,0.390,4.902,0.980,-0.236,12.783,0.457
test.enc.prompt.txt::01434,"See, one day",0.0,content_diversity,I will have wealth and gold.,I can have great riches.,will see me as king of this land with many jewels.,there will be millions of dollars in my safe.,I will never have to worry about money again.,-0.038,0.954,-0.345,2.363,0.473,4.671,0.934,-0.476,26.740,0.594
test.enc.prompt.txt::01435,Mr. Langston performed,1.0,content_diversity,glorious,the musical,well and he qualified for next round,with his choir,on a piano,0.000,1.000,-0.161,2.117,0.423,4.289,0.858,-0.198,11.506,0.719
test.enc.prompt.txt::01435,Mr. Langston performed,0.0,content_diversity,extremely well,good,great,amazingly,superb,0.000,0.400,-0.712,1.745,0.349,4.577,0.915,-0.835,5.035,0.839
test.enc.prompt.txt::01436,He's gone. He,1.0,content_diversity,left in a hurry,will never come back,had to take out his gf on a date,you can still catch him tho,had to attend classes,-0.014,0.969,-0.103,2.076,0.415,4.978,0.996,-0.135,15.342,0.568
